frame,x,y,width,height,box_area,smoothed_area,area_ratio,overtake_chance,status,tracking
1521,1078,513,173,101,17473,16384.333333333332,5.418099647266313,100,🚀 HIGH OVERTAKE CHANCE!,success
1522,1080,512,173,101,17473,16384.333333333332,5.418099647266313,100,🚀 HIGH OVERTAKE CHANCE!,success
1523,1081,513,173,101,17473,16384.333333333332,5.418099647266313,100,🚀 HIGH OVERTAKE CHANCE!,success
1524,1082,513,173,101,17473,16384.333333333332,5.418099647266313,100,🚀 HIGH OVERTAKE CHANCE!,success
1525,1082,513,173,101,17473,16384.333333333332,5.418099647266313,100,🚀 HIGH OVERTAKE CHANCE!,success
1526,1086,516,165,96,15840,16384.333333333332,5.418099647266313,100,🚀 HIGH OVERTAKE CHANCE!,success
1527,1084,516,165,96,15840,16384.333333333332,5.418099647266313,100,🚀 HIGH OVERTAKE CHANCE!,success
1528,1084,516,165,96,15840,16384.333333333332,5.418099647266313,100,🚀 HIGH OVERTAKE CHANCE!,success
1529,1083,516,165,96,15840,16384.333333333332,5.418099647266313,100,🚀 HIGH OVERTAKE CHANCE!,success
1530,1082,516,165,96,15840,16384.333333333332,5.418099647266313,100,🚀 HIGH OVERTAKE CHANCE!,success
1531,1078,513,173,101,17473,16493.2,5.454100529100529,100,🚀 HIGH OVERTAKE CHANCE!,success
1532,1078,513,173,101,17473,16602.066666666666,5.490101410934744,100,🚀 HIGH OVERTAKE CHANCE!,success
1533,1073,510,182,106,19292,16832.2,5.566203703703704,100,🚀 HIGH OVERTAKE CHANCE!,success
1534,1074,509,182,106,19292,17062.333333333332,5.642305996472663,100,🚀 HIGH OVERTAKE CHANCE!,success
1535,1068,507,191,111,21201,17419.733333333334,5.760493827160494,100,🚀 HIGH OVERTAKE CHANCE!,success
1536,1068,506,191,111,21201,17668.266666666666,5.8426807760141095,100,🚀 HIGH OVERTAKE CHANCE!,success
1537,1067,505,191,111,21201,17916.8,5.924867724867725,100,🚀 HIGH OVERTAKE CHANCE!,success
1538,1064,505,191,111,21201,18165.333333333332,6.00705467372134,100,🚀 HIGH OVERTAKE CHANCE!,success
1539,1063,504,191,111,21201,18413.866666666665,6.0892416225749555,100,🚀 HIGH OVERTAKE CHANCE!,success
1540,1062,504,191,111,21201,18662.4,6.171428571428572,100,🚀 HIGH OVERTAKE CHANCE!,success
1541,1060,503,191,111,21201,19019.8,6.289616402116402,100,🚀 HIGH OVERTAKE CHANCE!,success
1542,1058,502,191,111,21201,19377.2,6.407804232804233,100,🚀 HIGH OVERTAKE CHANCE!,success
1543,1057,501,191,111,21201,19734.6,6.525992063492063,100,🚀 HIGH OVERTAKE CHANCE!,success
1544,1056,501,191,111,21201,20092.0,6.644179894179894,100,🚀 HIGH OVERTAKE CHANCE!,success
1545,1055,500,191,111,21201,20449.4,6.762367724867725,100,🚀 HIGH OVERTAKE CHANCE!,success
1546,1054,500,191,111,21201,20697.933333333334,6.8445546737213405,100,🚀 HIGH OVERTAKE CHANCE!,success
1547,1052,499,191,111,21201,20946.466666666667,6.926741622574956,100,🚀 HIGH OVERTAKE CHANCE!,success
1548,1052,499,191,111,21201,21073.733333333334,6.968827160493827,100,🚀 HIGH OVERTAKE CHANCE!,success
1549,1056,501,182,106,19292,21073.733333333334,6.968827160493827,100,🚀 HIGH OVERTAKE CHANCE!,success
1550,1054,500,182,106,19292,20946.466666666667,6.926741622574956,100,🚀 HIGH OVERTAKE CHANCE!,success
1551,1054,499,182,106,19292,20819.2,6.8846560846560845,100,🚀 HIGH OVERTAKE CHANCE!,success
1552,1053,499,182,106,19292,20691.933333333334,6.842570546737214,100,🚀 HIGH OVERTAKE CHANCE!,success
1553,1052,498,182,106,19292,20564.666666666668,6.800485008818343,100,🚀 HIGH OVERTAKE CHANCE!,success
1554,1052,497,182,106,19292,20437.4,6.758399470899471,100,🚀 HIGH OVERTAKE CHANCE!,success
1555,1056,498,173,101,17473,20188.866666666665,6.676212522045855,100,🚀 HIGH OVERTAKE CHANCE!,success
1556,1048,494,182,106,19292,20061.6,6.634126984126984,100,🚀 HIGH OVERTAKE CHANCE!,success
1557,1050,493,182,106,19292,19934.333333333332,6.592041446208112,100,🚀 HIGH OVERTAKE CHANCE!,success
1558,1050,491,182,106,19292,19807.066666666666,6.549955908289241,100,🚀 HIGH OVERTAKE CHANCE!,success
1559,1051,491,182,106,19292,19679.8,6.50787037037037,100,🚀 HIGH OVERTAKE CHANCE!,success
1560,1051,490,182,106,19292,19552.533333333333,6.465784832451499,100,🚀 HIGH OVERTAKE CHANCE!,success
1561,1051,489,182,106,19292,19425.266666666666,6.423699294532628,100,🚀 HIGH OVERTAKE CHANCE!,success
1562,1051,488,182,106,19292,19298.0,6.381613756613756,100,🚀 HIGH OVERTAKE CHANCE!,success
1563,1051,488,182,106,19292,19170.733333333334,6.339528218694886,100,🚀 HIGH OVERTAKE CHANCE!,success
1564,1056,490,173,101,17473,19049.466666666667,6.299426807760141,100,🚀 HIGH OVERTAKE CHANCE!,success
1565,1054,490,173,101,17473,18928.2,6.259325396825397,100,🚀 HIGH OVERTAKE CHANCE!,success
1566,1059,492,165,96,15840,18698.066666666666,6.183223104056437,100,🚀 HIGH OVERTAKE CHANCE!,success
1567,1057,492,165,96,15840,18467.933333333334,6.107120811287478,100,🚀 HIGH OVERTAKE CHANCE!,success
1568,1060,494,157,92,14444,18144.733333333334,6.000242504409171,100,🚀 HIGH OVERTAKE CHANCE!,success
1569,1062,497,150,87,13050,17728.6,5.862632275132275,100,🚀 HIGH OVERTAKE CHANCE!,success
1570,1059,497,150,87,13050,17433.733333333334,5.765123456790124,100,🚀 HIGH OVERTAKE CHANCE!,success
1571,1060,497,150,87,13050,17017.6,5.627513227513227,100,🚀 HIGH OVERTAKE CHANCE!,success
1572,1055,496,157,92,14444,16694.4,5.5206349206349214,100,🚀 HIGH OVERTAKE CHANCE!,success
1573,1058,497,157,92,14444,16371.2,5.413756613756614,100,🚀 HIGH OVERTAKE CHANCE!,success
1574,1058,497,157,92,14444,16048.0,5.306878306878307,100,🚀 HIGH OVERTAKE CHANCE!,success
1575,1059,497,157,92,14444,15724.8,5.2,100,🚀 HIGH OVERTAKE CHANCE!,success
1576,1055,493,165,96,15840,15494.666666666666,5.12389770723104,100,🚀 HIGH OVERTAKE CHANCE!,success
1577,1057,493,165,96,15840,15264.533333333333,5.047795414462081,100,🚀 HIGH OVERTAKE CHANCE!,success
1578,1053,490,173,101,17473,15143.266666666666,5.0076940035273365,100,🚀 HIGH OVERTAKE CHANCE!,success
1579,1054,490,173,101,17473,15143.266666666666,5.0076940035273365,100,🚀 HIGH OVERTAKE CHANCE!,success
1580,1054,490,173,101,17473,15143.266666666666,5.0076940035273365,100,🚀 HIGH OVERTAKE CHANCE!,success
1581,1058,492,165,96,15840,15143.266666666666,5.0076940035273365,100,🚀 HIGH OVERTAKE CHANCE!,success
1582,1056,492,165,96,15840,15143.266666666666,5.0076940035273365,100,🚀 HIGH OVERTAKE CHANCE!,success
1583,1055,492,165,96,15840,15236.333333333334,5.038470017636684,100,🚀 HIGH OVERTAKE CHANCE!,success
1584,1055,492,165,96,15840,15422.333333333334,5.099977954144621,100,🚀 HIGH OVERTAKE CHANCE!,success
1585,1059,494,157,92,14444,15515.266666666666,5.13070987654321,100,🚀 HIGH OVERTAKE CHANCE!,success
1586,1051,491,165,96,15840,15701.266666666666,5.192217813051147,100,🚀 HIGH OVERTAKE CHANCE!,success
1587,1049,489,173,101,17473,15903.2,5.2589947089947096,100,🚀 HIGH OVERTAKE CHANCE!,success
1588,1048,488,173,101,17473,16105.133333333333,5.3257716049382715,100,🚀 HIGH OVERTAKE CHANCE!,success
1589,1048,487,173,101,17473,16307.066666666668,5.392548500881834,100,🚀 HIGH OVERTAKE CHANCE!,success
1590,1046,487,173,101,17473,16509.0,5.459325396825397,100,🚀 HIGH OVERTAKE CHANCE!,success
1591,1045,487,173,101,17473,16617.866666666665,5.495326278659611,100,🚀 HIGH OVERTAKE CHANCE!,success
1592,1047,489,165,96,15840,16617.866666666665,5.495326278659611,100,🚀 HIGH OVERTAKE CHANCE!,success
1593,1043,489,165,96,15840,16509.0,5.459325396825397,100,🚀 HIGH OVERTAKE CHANCE!,success
1594,1041,489,165,96,15840,16400.133333333335,5.423324514991182,100,🚀 HIGH OVERTAKE CHANCE!,success
1595,1040,489,165,96,15840,16291.266666666666,5.387323633156966,100,🚀 HIGH OVERTAKE CHANCE!,success
1596,1041,492,157,92,14444,16198.2,5.356547619047619,100,🚀 HIGH OVERTAKE CHANCE!,success
1597,1037,492,157,92,14444,16105.133333333333,5.3257716049382715,100,🚀 HIGH OVERTAKE CHANCE!,success
1598,1032,490,165,96,15840,16105.133333333333,5.3257716049382715,100,🚀 HIGH OVERTAKE CHANCE!,success
1599,1036,493,157,92,14444,16012.066666666668,5.294995590828925,100,🚀 HIGH OVERTAKE CHANCE!,success
1600,1032,493,157,92,14444,16012.066666666668,5.294995590828925,100,🚀 HIGH OVERTAKE CHANCE!,success
1601,1029,494,157,92,14444,15919.0,5.264219576719577,100,🚀 HIGH OVERTAKE CHANCE!,success
1602,1027,494,157,92,14444,15717.066666666668,5.197442680776015,100,🚀 HIGH OVERTAKE CHANCE!,success
1603,1024,495,157,92,14444,15515.133333333333,5.130665784832451,100,🚀 HIGH OVERTAKE CHANCE!,success
1604,1023,495,157,92,14444,15313.2,5.063888888888889,100,🚀 HIGH OVERTAKE CHANCE!,success
1605,1021,496,157,92,14444,15111.266666666666,4.997111992945326,100,🚀 HIGH OVERTAKE CHANCE!,success
1606,1017,496,157,92,14444,14909.333333333334,4.930335097001764,100,🚀 HIGH OVERTAKE CHANCE!,success
1607,1017,497,157,92,14444,14816.266666666666,4.8995590828924165,100,🚀 HIGH OVERTAKE CHANCE!,success
1608,1013,497,157,92,14444,14723.2,4.868783068783069,100,🚀 HIGH OVERTAKE CHANCE!,success
1609,1011,497,157,92,14444,14630.133333333333,4.838007054673722,100,🚀 HIGH OVERTAKE CHANCE!,success
1610,1010,497,157,92,14444,14537.066666666668,4.807231040564374,100,🚀 HIGH OVERTAKE CHANCE!,success
1611,1008,498,157,92,14444,14537.066666666668,4.807231040564374,100,🚀 HIGH OVERTAKE CHANCE!,success
1612,1005,498,157,92,14444,14537.066666666668,4.807231040564374,100,🚀 HIGH OVERTAKE CHANCE!,success
1613,1001,499,157,92,14444,14444.0,4.776455026455026,100,🚀 HIGH OVERTAKE CHANCE!,success
1614,1001,499,157,92,14444,14444.0,4.776455026455026,100,🚀 HIGH OVERTAKE CHANCE!,success
1615,998,499,157,92,14444,14444.0,4.776455026455026,100,🚀 HIGH OVERTAKE CHANCE!,success
1616,995,499,157,92,14444,14444.0,4.776455026455026,100,🚀 HIGH OVERTAKE CHANCE!,success
1617,994,499,157,92,14444,14444.0,4.776455026455026,100,🚀 HIGH OVERTAKE CHANCE!,success
1618,991,500,157,92,14444,14444.0,4.776455026455026,100,🚀 HIGH OVERTAKE CHANCE!,success
1619,988,502,157,92,14444,14444.0,4.776455026455026,100,🚀 HIGH OVERTAKE CHANCE!,success
1620,987,501,157,92,14444,14444.0,4.776455026455026,100,🚀 HIGH OVERTAKE CHANCE!,success
1621,984,501,157,92,14444,14444.0,4.776455026455026,100,🚀 HIGH OVERTAKE CHANCE!,success
1622,982,502,157,92,14444,14444.0,4.776455026455026,100,🚀 HIGH OVERTAKE CHANCE!,success
1623,979,502,157,92,14444,14444.0,4.776455026455026,100,🚀 HIGH OVERTAKE CHANCE!,success
1624,974,500,165,96,15840,14537.066666666668,4.807231040564374,100,🚀 HIGH OVERTAKE CHANCE!,success
1625,974,500,165,96,15840,14630.133333333333,4.838007054673722,100,🚀 HIGH OVERTAKE CHANCE!,success
1626,972,500,165,96,15840,14723.2,4.868783068783069,100,🚀 HIGH OVERTAKE CHANCE!,success
1627,971,500,165,96,15840,14816.266666666666,4.8995590828924165,100,🚀 HIGH OVERTAKE CHANCE!,success
1628,969,500,165,96,15840,14909.333333333334,4.930335097001764,100,🚀 HIGH OVERTAKE CHANCE!,success
1629,967,500,165,96,15840,15002.4,4.961111111111111,100,🚀 HIGH OVERTAKE CHANCE!,success
1630,967,500,165,96,15840,15095.466666666667,4.991887125220459,100,🚀 HIGH OVERTAKE CHANCE!,success
1631,959,498,173,101,17473,15297.4,5.058664021164021,100,🚀 HIGH OVERTAKE CHANCE!,success
1632,960,498,173,101,17473,15499.333333333334,5.125440917107584,100,🚀 HIGH OVERTAKE CHANCE!,success
1633,954,495,182,106,19292,15822.533333333333,5.232319223985891,100,🚀 HIGH OVERTAKE CHANCE!,success
1634,954,496,182,106,19292,16145.733333333334,5.3391975308641975,100,🚀 HIGH OVERTAKE CHANCE!,success
1635,954,497,182,106,19292,16468.933333333334,5.446075837742505,100,🚀 HIGH OVERTAKE CHANCE!,success
1636,953,497,182,106,19292,16792.133333333335,5.552954144620812,100,🚀 HIGH OVERTAKE CHANCE!,success
1637,951,496,182,106,19292,17115.333333333332,5.659832451499118,100,🚀 HIGH OVERTAKE CHANCE!,success
1638,950,496,182,106,19292,17438.533333333333,5.766710758377425,100,🚀 HIGH OVERTAKE CHANCE!,success
1639,949,496,182,106,19292,17668.666666666668,5.8428130511463845,100,🚀 HIGH OVERTAKE CHANCE!,success
1640,949,496,182,106,19292,17898.8,5.9189153439153435,100,🚀 HIGH OVERTAKE CHANCE!,success
1641,947,495,182,106,19292,18128.933333333334,5.995017636684303,100,🚀 HIGH OVERTAKE CHANCE!,success
1642,946,495,182,106,19292,18359.066666666666,6.071119929453262,100,🚀 HIGH OVERTAKE CHANCE!,success
1643,942,494,182,106,19292,18589.2,6.147222222222222,100,🚀 HIGH OVERTAKE CHANCE!,success
1644,940,493,182,106,19292,18819.333333333332,6.223324514991181,100,🚀 HIGH OVERTAKE CHANCE!,success
1645,939,493,182,106,19292,19049.466666666667,6.299426807760141,100,🚀 HIGH OVERTAKE CHANCE!,success
1646,935,493,182,106,19292,19170.733333333334,6.339528218694886,100,🚀 HIGH OVERTAKE CHANCE!,success
1647,934,493,182,106,19292,19292.0,6.37962962962963,100,🚀 HIGH OVERTAKE CHANCE!,success
1648,933,495,173,101,17473,19170.733333333334,6.339528218694886,100,🚀 HIGH OVERTAKE CHANCE!,success
1649,929,496,173,101,17473,19049.466666666667,6.299426807760141,100,🚀 HIGH OVERTAKE CHANCE!,success
1650,932,498,165,96,15840,18819.333333333332,6.223324514991181,100,🚀 HIGH OVERTAKE CHANCE!,success
1651,931,501,157,92,14444,18496.133333333335,6.116446208112875,100,🚀 HIGH OVERTAKE CHANCE!,success
1652,929,501,157,92,14444,18172.933333333334,6.009567901234568,100,🚀 HIGH OVERTAKE CHANCE!,success
1653,924,502,157,92,14444,17849.733333333334,5.902689594356261,100,🚀 HIGH OVERTAKE CHANCE!,success
1654,922,502,157,92,14444,17526.533333333333,5.795811287477954,100,🚀 HIGH OVERTAKE CHANCE!,success
1655,919,502,157,92,14444,17203.333333333332,5.688932980599647,100,🚀 HIGH OVERTAKE CHANCE!,success
1656,917,503,157,92,14444,16880.133333333335,5.582054673721341,100,🚀 HIGH OVERTAKE CHANCE!,success
1657,914,503,157,92,14444,16556.933333333334,5.4751763668430335,100,🚀 HIGH OVERTAKE CHANCE!,success
1658,911,503,157,92,14444,16233.733333333334,5.368298059964727,100,🚀 HIGH OVERTAKE CHANCE!,success
1659,907,503,157,92,14444,15910.533333333333,5.26141975308642,100,🚀 HIGH OVERTAKE CHANCE!,success
1660,902,501,165,96,15840,15680.4,5.18531746031746,100,🚀 HIGH OVERTAKE CHANCE!,success
1661,900,501,165,96,15840,15450.266666666666,5.109215167548501,100,🚀 HIGH OVERTAKE CHANCE!,success
1662,898,501,165,96,15840,15220.133333333333,5.033112874779541,100,🚀 HIGH OVERTAKE CHANCE!,success
1663,894,501,165,96,15840,15111.266666666666,4.997111992945326,100,🚀 HIGH OVERTAKE CHANCE!,success
1664,893,501,165,96,15840,15002.4,4.961111111111111,100,🚀 HIGH OVERTAKE CHANCE!,success
1665,891,501,165,96,15840,15002.4,4.961111111111111,100,🚀 HIGH OVERTAKE CHANCE!,success
1666,887,501,165,96,15840,15095.466666666667,4.991887125220459,100,🚀 HIGH OVERTAKE CHANCE!,success
1667,886,501,165,96,15840,15188.533333333333,5.022663139329806,100,🚀 HIGH OVERTAKE CHANCE!,success
1668,882,501,165,96,15840,15281.6,5.053439153439154,100,🚀 HIGH OVERTAKE CHANCE!,success
1669,882,501,165,96,15840,15374.666666666666,5.084215167548501,100,🚀 HIGH OVERTAKE CHANCE!,success
1670,879,501,165,96,15840,15467.733333333334,5.114991181657849,100,🚀 HIGH OVERTAKE CHANCE!,success
1671,874,498,173,101,17473,15669.666666666666,5.181768077601411,100,🚀 HIGH OVERTAKE CHANCE!,success
1672,872,497,173,101,17473,15871.6,5.248544973544973,100,🚀 HIGH OVERTAKE CHANCE!,success
1673,871,495,173,101,17473,16073.533333333333,5.315321869488536,100,🚀 HIGH OVERTAKE CHANCE!,success
1674,871,495,173,101,17473,16275.466666666667,5.382098765432099,100,🚀 HIGH OVERTAKE CHANCE!,success
1675,870,495,173,101,17473,16384.333333333332,5.418099647266313,100,🚀 HIGH OVERTAKE CHANCE!,success
1676,869,495,173,101,17473,16493.2,5.454100529100529,100,🚀 HIGH OVERTAKE CHANCE!,success
1677,871,497,165,96,15840,16493.2,5.454100529100529,100,🚀 HIGH OVERTAKE CHANCE!,success
1678,866,497,165,96,15840,16493.2,5.454100529100529,100,🚀 HIGH OVERTAKE CHANCE!,success
1679,869,499,157,92,14444,16400.133333333335,5.423324514991182,100,🚀 HIGH OVERTAKE CHANCE!,success
1680,863,497,165,96,15840,16400.133333333335,5.423324514991182,100,🚀 HIGH OVERTAKE CHANCE!,success
1681,863,500,157,92,14444,16307.066666666668,5.392548500881834,100,🚀 HIGH OVERTAKE CHANCE!,success
1682,861,500,157,92,14444,16214.0,5.3617724867724865,100,🚀 HIGH OVERTAKE CHANCE!,success
1683,857,500,157,92,14444,16120.933333333332,5.330996472663139,100,🚀 HIGH OVERTAKE CHANCE!,success
1684,856,500,157,92,14444,16027.866666666667,5.300220458553792,100,🚀 HIGH OVERTAKE CHANCE!,success
1685,854,500,157,92,14444,15934.8,5.269444444444444,100,🚀 HIGH OVERTAKE CHANCE!,success
1686,851,500,157,92,14444,15732.866666666667,5.202667548500882,100,🚀 HIGH OVERTAKE CHANCE!,success
1687,850,499,157,92,14444,15530.933333333332,5.135890652557319,100,🚀 HIGH OVERTAKE CHANCE!,success
1688,839,495,165,96,15840,15422.066666666668,5.099889770723104,100,🚀 HIGH OVERTAKE CHANCE!,success
1689,843,497,157,92,14444,15220.133333333333,5.033112874779541,100,🚀 HIGH OVERTAKE CHANCE!,success
1690,834,493,165,96,15840,15111.266666666666,4.997111992945326,100,🚀 HIGH OVERTAKE CHANCE!,success
1691,828,490,173,101,17473,15111.266666666666,4.997111992945326,100,🚀 HIGH OVERTAKE CHANCE!,success
1692,825,489,173,101,17473,15220.133333333333,5.033112874779541,100,🚀 HIGH OVERTAKE CHANCE!,success
1693,821,487,173,101,17473,15329.0,5.069113756613756,100,🚀 HIGH OVERTAKE CHANCE!,success
1694,817,485,173,101,17473,15530.933333333332,5.135890652557319,100,🚀 HIGH OVERTAKE CHANCE!,success
1695,815,484,173,101,17473,15639.8,5.171891534391534,100,🚀 HIGH OVERTAKE CHANCE!,success
1696,807,480,173,101,17473,15841.733333333334,5.238668430335097,100,🚀 HIGH OVERTAKE CHANCE!,success
1697,806,479,173,101,17473,16043.666666666666,5.30544532627866,100,🚀 HIGH OVERTAKE CHANCE!,success
1698,800,476,173,101,17473,16245.6,5.372222222222223,100,🚀 HIGH OVERTAKE CHANCE!,success
1699,796,474,173,101,17473,16447.533333333333,5.438999118165785,100,🚀 HIGH OVERTAKE CHANCE!,success
1700,795,473,173,101,17473,16649.466666666667,5.5057760141093475,100,🚀 HIGH OVERTAKE CHANCE!,success
1701,787,470,173,101,17473,16851.4,5.57255291005291,100,🚀 HIGH OVERTAKE CHANCE!,success
1702,791,472,165,96,15840,16944.466666666667,5.603328924162257,100,🚀 HIGH OVERTAKE CHANCE!,success
1703,780,466,173,101,17473,17053.333333333332,5.639329805996472,100,🚀 HIGH OVERTAKE CHANCE!,success
1704,780,468,165,96,15840,17146.4,5.670105820105821,100,🚀 HIGH OVERTAKE CHANCE!,success
1705,778,467,165,96,15840,17146.4,5.670105820105821,100,🚀 HIGH OVERTAKE CHANCE!,success
1706,770,466,165,96,15840,17037.533333333333,5.634104938271605,100,🚀 HIGH OVERTAKE CHANCE!,success
1707,768,465,165,96,15840,16928.666666666668,5.59810405643739,100,🚀 HIGH OVERTAKE CHANCE!,success
1708,762,465,165,96,15840,16819.8,5.562103174603174,100,🚀 HIGH OVERTAKE CHANCE!,success
1709,757,466,165,96,15840,16710.933333333334,5.52610229276896,100,🚀 HIGH OVERTAKE CHANCE!,success
1710,757,466,165,96,15840,16602.066666666666,5.490101410934744,100,🚀 HIGH OVERTAKE CHANCE!,success
1711,749,467,165,96,15840,16493.2,5.454100529100529,100,🚀 HIGH OVERTAKE CHANCE!,success
1712,748,468,165,96,15840,16384.333333333332,5.418099647266313,100,🚀 HIGH OVERTAKE CHANCE!,success
1713,740,469,165,96,15840,16275.466666666667,5.382098765432099,100,🚀 HIGH OVERTAKE CHANCE!,success
1714,737,470,165,96,15840,16166.6,5.346097883597884,100,🚀 HIGH OVERTAKE CHANCE!,success
1715,735,471,165,96,15840,16057.733333333334,5.310097001763668,100,🚀 HIGH OVERTAKE CHANCE!,success
1716,727,474,165,96,15840,15948.866666666667,5.274096119929453,100,🚀 HIGH OVERTAKE CHANCE!,success
1717,726,475,165,96,15840,15948.866666666667,5.274096119929453,100,🚀 HIGH OVERTAKE CHANCE!,success
1718,719,477,165,96,15840,15840.0,5.238095238095238,100,🚀 HIGH OVERTAKE CHANCE!,success
1719,715,479,165,96,15840,15840.0,5.238095238095238,100,🚀 HIGH OVERTAKE CHANCE!,success
1720,716,483,157,92,14444,15746.933333333332,5.20731922398589,100,🚀 HIGH OVERTAKE CHANCE!,success
1721,708,485,157,92,14444,15653.866666666667,5.176543209876543,100,🚀 HIGH OVERTAKE CHANCE!,success
1722,705,486,157,92,14444,15560.8,5.1457671957671955,100,🚀 HIGH OVERTAKE CHANCE!,success
1723,703,490,150,87,13050,15374.8,5.084259259259259,100,🚀 HIGH OVERTAKE CHANCE!,success
1724,697,491,150,87,13050,15188.8,5.022751322751322,100,🚀 HIGH OVERTAKE CHANCE!,success
1725,695,491,150,87,13050,15002.8,4.961243386243386,100,🚀 HIGH OVERTAKE CHANCE!,success
1726,689,492,150,87,13050,14816.8,4.8997354497354495,100,🚀 HIGH OVERTAKE CHANCE!,success
1727,682,492,157,92,14444,14723.733333333334,4.868959435626103,100,🚀 HIGH OVERTAKE CHANCE!,success
1728,678,493,157,92,14444,14630.666666666666,4.838183421516755,100,🚀 HIGH OVERTAKE CHANCE!,success
1729,672,491,165,96,15840,14630.666666666666,4.838183421516755,100,🚀 HIGH OVERTAKE CHANCE!,success
1730,672,491,165,96,15840,14630.666666666666,4.838183421516755,100,🚀 HIGH OVERTAKE CHANCE!,success
1731,662,489,173,101,17473,14739.533333333333,4.87418430335097,100,🚀 HIGH OVERTAKE CHANCE!,success
1732,662,489,173,101,17473,14848.4,4.910185185185185,100,🚀 HIGH OVERTAKE CHANCE!,success
1733,660,488,173,101,17473,14957.266666666666,4.946186067019401,100,🚀 HIGH OVERTAKE CHANCE!,success
1734,658,487,173,101,17473,15066.133333333333,4.982186948853616,100,🚀 HIGH OVERTAKE CHANCE!,success
1735,656,487,173,101,17473,15268.066666666668,5.0489638447971785,100,🚀 HIGH OVERTAKE CHANCE!,success
1736,655,483,173,101,17473,15470.0,5.1157407407407405,100,🚀 HIGH OVERTAKE CHANCE!,success
1737,652,483,173,101,17473,15671.933333333332,5.182517636684303,100,🚀 HIGH OVERTAKE CHANCE!,success
1738,651,482,173,101,17473,15966.8,5.280026455026455,100,🚀 HIGH OVERTAKE CHANCE!,success
1739,650,480,173,101,17473,16261.666666666666,5.377535273368607,100,🚀 HIGH OVERTAKE CHANCE!,success
1740,648,480,173,101,17473,16556.533333333333,5.475044091710759,100,🚀 HIGH OVERTAKE CHANCE!,success
1741,648,478,173,101,17473,16851.4,5.57255291005291,100,🚀 HIGH OVERTAKE CHANCE!,success
1742,647,478,173,101,17473,17053.333333333332,5.639329805996472,100,🚀 HIGH OVERTAKE CHANCE!,success
1743,647,476,173,101,17473,17255.266666666666,5.706106701940035,100,🚀 HIGH OVERTAKE CHANCE!,success
1744,646,475,173,101,17473,17364.133333333335,5.742107583774251,100,🚀 HIGH OVERTAKE CHANCE!,success
1745,644,475,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1746,644,474,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1747,643,474,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1748,641,474,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1749,640,475,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1750,639,476,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1751,638,477,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1752,638,478,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1753,639,479,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1754,638,480,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1755,639,481,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1756,639,483,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1757,640,484,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1758,640,486,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1759,643,487,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1760,643,487,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1761,644,488,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1762,645,489,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1763,647,490,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1764,649,491,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1765,650,491,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1766,652,492,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1767,654,493,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1768,655,494,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1769,657,495,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1770,658,495,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1771,660,496,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
1772,661,496,173,101,17473,17473.0,5.778108465608466,100,🚀 HIGH OVERTAKE CHANCE!,success
